Module	Section	Sample Name	Source
Cutadapt	all_sections	15_R_RN_S11_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/15_R_RN_S11_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	16_HS_S5_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_HS_S5_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS11_S11_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS11_S11_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	12_HS_S1_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/12_HS_S1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6PAG_S6_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6PAG_S6_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	12_P_DGG_S22_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/12_P_DGG_S22_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	16_R_TG_S12_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_R_TG_S12_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2MRPF_S10_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/2MRPF_S10_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1PEM_S1_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1PEM_S1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	14_P_SG_S24_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/14_P_SG_S24_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	20_P_ES_S30_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/20_P_ES_S30_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS7_S7_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS7_S7_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2PSL_S2_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/2PSL_S2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10AF_S5_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/10AF_S5_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	7PIL_S7_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/7PIL_S7_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	9P_PA_S12_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/9P_PA_S12_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	23_P_FA_S33_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/23_P_FA_S33_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3PDR_S3_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3PDR_S3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4HS_S9_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4HS_S9_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2HS_S7_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/2HS_S7_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6AF_S1_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6AF_S1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1RDAS_S11_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1RDAS_S11_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	7_MR_RC_S20_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/7_MR_RC_S20_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	8AF_S3_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8AF_S3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5PAM_S5_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5PAM_S5_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	7AF_S2_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/7AF_S2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17_R_SN_S13_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/17_R_SN_S13_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	12_R_EU_S8_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/12_R_EU_S8_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5AF_S5_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5AF_S5_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17_HS_S6_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/17_HS_S6_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6R_FD_S15_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6R_FD_S15_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6PAG_S6_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6PAG_S6_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5PAM_S5_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5PAM_S5_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	15_HS_S4_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/15_HS_S4_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4HS_S9_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4HS_S9_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS8_S8_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS8_S8_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	14_HS_S3_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/14_HS_S3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	13_HS_S2_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/13_HS_S2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3HS_S8_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3HS_S8_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6AF_S1_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6AF_S1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17_P_FA_S27_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/17_P_FA_S27_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	18_P_CD_S28_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/18_P_CD_S28_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	15_R_RN_S11_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/15_R_RN_S11_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1HS_S6_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1HS_S6_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3HS_S8_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3HS_S8_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10R_SG_S19_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/10R_SG_S19_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	21_P_ME_S31_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/21_P_ME_S31_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	18_R_GS_S14_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/18_R_GS_S14_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	15_P_SMR_S25_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/15_P_SMR_S25_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	16_P_CV_S26_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_P_CV_S26_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4_MR_CL_S17_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4_MR_CL_S17_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10R_SG_S19_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/10R_SG_S19_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	7AF_S2_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/7AF_S2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	20_P_ES_S30_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/20_P_ES_S30_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6R_FD_S15_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6R_FD_S15_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	14_HS_S3_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/14_HS_S3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5AF_S5_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5AF_S5_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3AF_S3_R1_001	/data/user/pepinme/Giuditta/Logs/RRBS_bwa/Giuditta_3AF_S3.err.txt
Cutadapt	all_sections	4RRS_S14_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4RRS_S14_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	8R_BM_S17_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8R_BM_S17_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS8_S8_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS8_S8_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5ROCA_S15_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5ROCA_S15_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	19_P_CS_S29_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/19_P_CS_S29_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	13_HS_S2_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/13_HS_S2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	8PSN_S8_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8PSN_S8_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10P_ER_S13_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/10P_ER_S13_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	14_R_MM_S10_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/14_R_MM_S10_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2PSL_S2_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/2PSL_S2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	19_R_AG_S15_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/19_R_AG_S15_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1HS_S6_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1HS_S6_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10AF_S5_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/10AF_S5_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	10P_ER_S13_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/10P_ER_S13_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	16_R_TG_S12_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_R_TG_S12_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4_MR_CL_S17_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4_MR_CL_S17_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	2MRPF_S10_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/2MRPF_S10_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	13_P_FM_S23_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/13_P_FM_S23_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	12_P_DGG_S22_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/12_P_DGG_S22_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5_MR_PC_S18_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5_MR_PC_S18_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6_MR_PM_S19_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6_MR_PM_S19_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS10_S10_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS10_S10_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	16_HS_S5_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_HS_S5_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	18_P_CD_S28_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/18_P_CD_S28_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5_MR_PC_S18_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5_MR_PC_S18_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	13_P_FM_S23_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/13_P_FM_S23_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3_MR_MF_S16_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3_MR_MF_S16_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	8_MR_MA_S21_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8_MR_MA_S21_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS6_S6_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS6_S6_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HS7_S7_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS7_S7_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	11P_DS_S14_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/11P_DS_S14_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5HS_S10_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5HS_S10_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4AF_S4_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4AF_S4_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1AF_S1_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1AF_S1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	11R_GA_S20_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/11R_GA_S20_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	18_HS_S7_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/18_HS_S7_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	15_HS_S4_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/15_HS_S4_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4RRS_S14_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4RRS_S14_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	11P_DS_S14_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/11P_DS_S14_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	16_P_CV_S26_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_P_CV_S26_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	9AF_S4_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/9AF_S4_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3_MR_MF_S16_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3_MR_MF_S16_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3RAM_S13_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3RAM_S13_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	14_P_SG_S24_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/14_P_SG_S24_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17_R_SN_S13_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/17_R_SN_S13_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1MRLA_S9_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1MRLA_S9_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	11R_GA_S20_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/11R_GA_S20_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	19_P_CS_S29_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/19_P_CS_S29_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	3PDR_S3_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/3PDR_S3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	6_MR_PM_S19_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6_MR_PM_S19_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	12_HS_S1_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/12_HS_S1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	8AF_S3_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8AF_S3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	4PSR_S4_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4PSR_S4_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	5HS_S10_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/5HS_S10_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17_HS_S6_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/17_HS_S6_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	7_MR_RC_S20_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/7_MR_RC_S20_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	1RDAS_S11_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1RDAS_S11_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	9AF_S4_R1_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/9AF_S4_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	8R_BM_S17_R2_001	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8R_BM_S17_R2_001.fastq.gz_trimming_report.txt
FastQC	all_sections	2AF_S2_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/2AF_S2_R2_001_val_2_fastqc.zip
FastQC	all_sections	4PSR_S4_R1_001_val_1	/data/user/pepinme/Giuditta/Input/fastq_trimmed/4PSR_S4_R1_001_val_1_fastqc.zip
FastQC	all_sections	8_MR_MA_S21_R1_001_val_1	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8_MR_MA_S21_R1_001_val_1_fastqc.zip
FastQC	all_sections	HS11_S11_R1_001_val_1	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS11_S11_R1_001_val_1_fastqc.zip
FastQC	all_sections	1RDAS_S11_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1RDAS_S11_R2_001_val_2_fastqc.zip
FastQC	all_sections	8AF_S3_R1_001_val_1	/data/user/pepinme/Giuditta/Input/fastq_trimmed/8AF_S3_R1_001_val_1_fastqc.zip
FastQC	all_sections	15_HS_S4_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/15_HS_S4_R2_001_val_2_fastqc.zip
FastQC	all_sections	6PAG_S6_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/6PAG_S6_R2_001_val_2_fastqc.zip
FastQC	all_sections	7_MR_RC_S20_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/7_MR_RC_S20_R2_001_val_2_fastqc.zip
FastQC	all_sections	HS6_S6_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS6_S6_R2_001_val_2_fastqc.zip
FastQC	all_sections	HS9_S9_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/HS9_S9_R2_001_val_2_fastqc.zip
FastQC	all_sections	16_P_CV_S26_R1_001_val_1	/data/user/pepinme/Giuditta/Input/fastq_trimmed/16_P_CV_S26_R1_001_val_1_fastqc.zip
FastQC	all_sections	1PEM_S1_R2_001_val_2	/data/user/pepinme/Giuditta/Input/fastq_trimmed/1PEM_S1_R2_001_val_2_fastqc.zip
